time,latitude,longitude,windspd
2019-10-01,51.75,-114.75,1.8178729
2019-10-02,51.75,-114.75,1.7429978
2019-10-03,51.75,-114.75,1.644034
2019-10-04,51.75,-114.75,2.305446
2019-10-05,51.75,-114.75,3.540829
2019-10-06,51.75,-114.75,3.6966379
2019-10-07,51.75,-114.75,4.5803475
2019-10-08,51.75,-114.75,3.806216
2019-10-09,51.75,-114.75,2.643008
2019-10-10,51.75,-114.75,1.7073432
2019-10-11,51.75,-114.75,2.1008298
2019-10-12,51.75,-114.75,2.0512261
2019-10-13,51.75,-114.75,1.6769027
2019-10-14,51.75,-114.75,2.9857185
2019-10-15,51.75,-114.75,2.6364381
2019-10-16,51.75,-114.75,2.698535
2019-10-17,51.75,-114.75,2.3947394
2019-10-18,51.75,-114.75,2.9459236
2019-10-19,51.75,-114.75,1.9374446
2019-10-20,51.75,-114.75,1.6362239
2019-10-21,51.75,-114.75,2.367119
2019-10-22,51.75,-114.75,2.619262
2019-10-23,51.75,-114.75,3.6707141
2019-10-24,51.75,-114.75,3.1095498
2019-10-25,51.75,-114.75,4.143948
2019-10-26,51.75,-114.75,5.534958
2019-10-27,51.75,-114.75,4.207279
2019-10-28,51.75,-114.75,4.6713543
2019-10-29,51.75,-114.75,2.0531013
2019-10-30,51.75,-114.75,2.398374
2019-10-31,51.75,-114.75,3.1490924
